rid,rater,video,sam,sam2,lastSam,dimension,modality,shift,comments,timeStart,timeAnno,timeDone,timeFinish,elapsedAnno,elapsedDone,gender,eating,drinking,reading,calling,abpl,abar,abdo,fmood,lastSam2
37983,-2111726225,0421c,2,0,2,a,f,-1,,Wed Jul 30 2014 12:25:56 GMT+0200 (Central European Daylight Time),Wed Jul 30 2014 12:28:14 GMT+0200 (Central European Daylight Time),Wed Jul 30 2014 12:30:10 GMT+0200 (Central European Daylight Time),Wed Jul 30 2014 12:31:24 GMT+0200 (Central European Daylight Time),138252,254172,m,-1,0,-1,-1,0.19437751,-0.844035318,-0.543373494,neg,2
38098,1452079018,0421c,1,0,1,a,f,-1,,Wed Jul 30 2014 14:42:14 GMT+0200 (Central Europe Daylight Time),Wed Jul 30 2014 14:42:14 GMT+0200 (Central Europe Daylight Time),Wed Jul 30 2014 14:45:10 GMT+0200 (Central Europe Daylight Time),Wed Jul 30 2014 14:45:37 GMT+0200 (Central Europe Daylight Time),13,175902,m,-1,0,-1,-1,0.106024096,-0.909995156,-0.490361446,neg,1
38132,612290580,0421c,3,0,3,a,f,-1,,Wed Jul 30 2014 16:29:47 GMT+0300 (Eastern Europe Daylight Time),Wed Jul 30 2014 16:29:47 GMT+0300 (Eastern Europe Daylight Time),Wed Jul 30 2014 16:31:28 GMT+0300 (Eastern Europe Daylight Time),Wed Jul 30 2014 16:31:42 GMT+0300 (Eastern Europe Daylight Time),17,100787,m,-1,0,-1,-1,0.097188755,-0.92532943,-0.472690763,neg,3
38224,654439300,0421c,1,0,1,a,f,-1,,Wed Jul 30 2014 16:25:59 GMT+0200 (ora legale Europa occidentale),Wed Jul 30 2014 16:27:19 GMT+0200 (ora legale Europa occidentale),Wed Jul 30 2014 16:28:51 GMT+0200 (ora legale Europa occidentale),Wed Jul 30 2014 16:29:23 GMT+0200 (ora legale Europa occidentale),79260,171380,m,-1,0,-1,-1,-0.017670683,-0.932021201,-0.463855422,neg,1
38247,35122590,0421c,2,0,2,a,f,-1,,"Wed Jul 30 2014 17:47:08 GMT+0300 (GTB, orÄƒ de varÄƒ)","Wed Jul 30 2014 17:47:08 GMT+0300 (GTB, orÄƒ de varÄƒ)","Wed Jul 30 2014 17:48:01 GMT+0300 (GTB, orÄƒ de varÄƒ)","Wed Jul 30 2014 17:48:21 GMT+0300 (GTB, orÄƒ de varÄƒ)",4,52893,m,-1,0,-1,-1,0.026506024,-0.998252656,0.12811245,neg,2
38257,1800167031,0421c,3,0,3,a,f,-1,,Wed Jul 30 2014 16:55:13 GMT+0200,Wed Jul 30 2014 16:55:13 GMT+0200,Wed Jul 30 2014 16:56:15 GMT+0200,Wed Jul 30 2014 16:56:38 GMT+0200,15,61834,m,-1,0,-1,-1,-0.229718876,-0.994666236,0.022088353,neu,3
38288,229232076,0421c,2,0,2,a,f,-1,,Wed Jul 30 2014 18:19:39 GMT+0300 (GTB Standard Time),Wed Jul 30 2014 18:21:25 GMT+0300 (GTB Standard Time),Wed Jul 30 2014 18:23:32 GMT+0300 (GTB Standard Time),Wed Jul 30 2014 18:24:04 GMT+0300 (GTB Standard Time),105551,233105,m,-1,0,-1,-1,-0.715662651,-0.269137466,-0.198795181,neg,2
45183,1807711090,0421c,1,0,1,a,f,-1,,Thu Sep 04 2014 07:54:59 GMT+0000 (GMT Standard Time),Thu Sep 04 2014 07:56:23 GMT+0000 (GMT Standard Time),Thu Sep 04 2014 08:00:44 GMT+0000 (GMT Standard Time),Thu Sep 04 2014 08:01:44 GMT+0000 (GMT Standard Time),83923,344389,m,-1,0,-1,-1,0.06184739,-0.909995156,-0.490361446,neg,1
37433,-1193487118,0422a,5,0,5,a,f,-1,,Tue Jul 29 2014 23:37:29 GMT-0400 (Eastern Daylight Time),Tue Jul 29 2014 23:37:29 GMT-0400 (Eastern Daylight Time),Tue Jul 29 2014 23:38:23 GMT-0400 (Eastern Daylight Time),Tue Jul 29 2014 23:38:49 GMT-0400 (Eastern Daylight Time),5,53547,m,-1,0,-1,-1,-0.424096386,0.992502463,-1,pos,5
37808,809507069,0422a,5,0,5,a,f,-1,,Wed Jul 30 2014 10:43:54 GMT+0200,Wed Jul 30 2014 10:43:54 GMT+0200,Wed Jul 30 2014 10:44:50 GMT+0200,Wed Jul 30 2014 10:45:08 GMT+0200,9,55448,m,-1,0,-1,-1,-1,1,-1,pos,5
37889,-440286071,0422a,5,0,5,a,f,-1,,Wed Jul 30 2014 12:30:47 GMT+0300 (GTB Daylight Time),Wed Jul 30 2014 12:30:47 GMT+0300 (GTB Daylight Time),Wed Jul 30 2014 12:31:40 GMT+0300 (GTB Daylight Time),Wed Jul 30 2014 12:32:02 GMT+0300 (GTB Daylight Time),5,53630,m,-1,0,-1,-1,-0.017670683,-0.985267704,-0.32248996,pos,5
38144,612290580,0422a,4,0,4,a,f,-1,,Wed Jul 30 2014 16:39:23 GMT+0300 (Eastern Europe Daylight Time),Wed Jul 30 2014 16:39:23 GMT+0300 (Eastern Europe Daylight Time),Wed Jul 30 2014 16:40:26 GMT+0300 (Eastern Europe Daylight Time),Wed Jul 30 2014 16:40:46 GMT+0300 (Eastern Europe Daylight Time),6,62857,m,-1,0,-1,-1,-0.830522088,0.372960093,-0.198795181,neu,4
38264,1800167031,0422a,5,0,5,a,f,-1,,Wed Jul 30 2014 17:04:09 GMT+0200,Wed Jul 30 2014 17:04:09 GMT+0200,Wed Jul 30 2014 17:05:09 GMT+0200,Wed Jul 30 2014 17:05:32 GMT+0200,12,60347,m,-1,0,-1,-1,-0.883534137,0.620917756,-0.004417671,pos,5
38293,229232076,0422a,4,0,4,a,f,-1,,Wed Jul 30 2014 18:26:48 GMT+0300 (GTB Standard Time),Wed Jul 30 2014 18:26:48 GMT+0300 (GTB Standard Time),Wed Jul 30 2014 18:28:40 GMT+0300 (GTB Standard Time),Wed Jul 30 2014 18:29:36 GMT+0300 (GTB Standard Time),15,112013,m,-1,0,-1,-1,-0.238554217,0.440618755,0.8437751,pos,4
38312,515349155,0422a,5,0,5,a,f,-1,,Wed Jul 30 2014 18:08:39 GMT+0200 (ora legale Europa occidentale),Wed Jul 30 2014 18:08:39 GMT+0200 (ora legale Europa occidentale),Wed Jul 30 2014 18:09:33 GMT+0200 (ora legale Europa occidentale),Wed Jul 30 2014 18:09:54 GMT+0200 (ora legale Europa occidentale),2,53473,m,-1,0,-1,-1,-1,0.952016587,-0.410843373,pos,5
45234,1469182561,0422a,4,0,4,a,f,-1,,Thu Sep 04 2014 15:10:30 GMT+0200 (W. Europe Daylight Time),Thu Sep 04 2014 15:10:30 GMT+0200 (W. Europe Daylight Time),Thu Sep 04 2014 15:11:25 GMT+0200 (W. Europe Daylight Time),Thu Sep 04 2014 15:11:43 GMT+0200 (W. Europe Daylight Time),17,55366,m,-1,0,-1,-1,-0.923293173,0.763434238,-0.013253012,pos,4
45411,-2061588724,0422a,3,0,3,a,f,-1,,Fri Sep 05 2014 17:11:26 GMT+0200 (Central European Daylight Time),Fri Sep 05 2014 17:11:26 GMT+0200 (Central European Daylight Time),Fri Sep 05 2014 17:13:16 GMT+0200 (Central European Daylight Time),Fri Sep 05 2014 17:13:39 GMT+0200 (Central European Daylight Time),7,110129,m,-1,0,-1,-1,-0.397590361,-0.966646047,-0.004417671,neu,3
37387,-1735010673,0422b,4,0,4,a,f,-1,"can't remember if he was reading or not, got caught up in his acting, I apologize if he was reading,",Wed Jul 30 2014 04:53:02 GMT+0200 (W. Europe Daylight Time),Wed Jul 30 2014 04:53:02 GMT+0200 (W. Europe Daylight Time),Wed Jul 30 2014 04:54:26 GMT+0200 (W. Europe Daylight Time),Wed Jul 30 2014 04:55:25 GMT+0200 (W. Europe Daylight Time),2,84590,m,-1,0,-1,-1,-0.192905043,0.440618755,0.8437751,pos,4
37402,-1193487118,0422b,5,0,5,a,f,-1,,Tue Jul 29 2014 23:15:01 GMT-0400 (Eastern Daylight Time),Tue Jul 29 2014 23:15:01 GMT-0400 (Eastern Daylight Time),Tue Jul 29 2014 23:16:17 GMT-0400 (Eastern Daylight Time),Tue Jul 29 2014 23:16:36 GMT-0400 (Eastern Daylight Time),11,76292,m,-1,0,1,-1,-0.83935743,0.418441409,-0.207630522,pos,5
37480,6047397,0422b,1,0,1,a,f,-1,,Wed Jul 30 2014 06:55:12 GMT+0300 (E. Europe Daylight Time),Wed Jul 30 2014 06:55:12 GMT+0300 (E. Europe Daylight Time),Wed Jul 30 2014 06:57:37 GMT+0300 (E. Europe Daylight Time),Wed Jul 30 2014 06:58:04 GMT+0300 (E. Europe Daylight Time),24,145274,m,1,0,-1,-1,0.097188755,-0.961507255,-0.410843373,pos,1
37901,-827006945,0422b,5,0,5,a,f,-1,,Wed Jul 30 2014 10:33:51 GMT+0100 (Hora de VerÃ£o de GMT),Wed Jul 30 2014 10:33:51 GMT+0100 (Hora de VerÃ£o de GMT),Wed Jul 30 2014 10:35:01 GMT+0100 (Hora de VerÃ£o de GMT),Wed Jul 30 2014 10:36:38 GMT+0100 (Hora de VerÃ£o de GMT),7,69933,m,-1,0,-1,-1,-0.38875502,-0.969690548,0.092771084,pos,5
37907,1383353841,0422b,4,0,4,a,f,-1,,Wed Jul 30 2014 12:36:50 GMT+0300 (EEST),Wed Jul 30 2014 12:36:50 GMT+0300 (EEST),Wed Jul 30 2014 12:37:56 GMT+0300 (EEST),Wed Jul 30 2014 12:38:16 GMT+0300 (EEST),6,66337,m,-1,0,1,-1,-0.185542169,-0.965012876,-0.402008032,pos,4
37987,-2111726225,0422b,5,0,5,a,f,-1,,Wed Jul 30 2014 12:31:33 GMT+0200 (Central European Daylight Time),Wed Jul 30 2014 12:31:33 GMT+0200 (Central European Daylight Time),Wed Jul 30 2014 12:33:17 GMT+0200 (Central European Daylight Time),Wed Jul 30 2014 12:34:27 GMT+0200 (Central European Daylight Time),10,103631,m,-1,0,1,-1,-0.989558233,0.922943028,-0.348995984,pos,5
38021,1935569165,0422b,5,0,5,a,f,-1,Very high this time!,Wed Jul 30 2014 12:53:35 GMT+0200 (Hora de verano romance),Wed Jul 30 2014 12:53:35 GMT+0200 (Hora de verano romance),Wed Jul 30 2014 12:54:43 GMT+0200 (Hora de verano romance),Wed Jul 30 2014 12:55:24 GMT+0200 (Hora de verano romance),3,68315,m,-1,0,1,-1,-0.670934005,0.483767905,0.852610577,pos,5
38254,35122590,0422b,5,0,5,a,f,-1,,"Wed Jul 30 2014 17:52:43 GMT+0300 (GTB, orÄƒ de varÄƒ)","Wed Jul 30 2014 17:52:43 GMT+0300 (GTB, orÄƒ de varÄƒ)","Wed Jul 30 2014 17:53:49 GMT+0300 (GTB, orÄƒ de varÄƒ)","Wed Jul 30 2014 17:54:05 GMT+0300 (GTB, orÄƒ de varÄƒ)",4,66027,m,-1,0,-1,-1,-0.494779116,0.837931741,-0.949799197,pos,5
38283,970447765,0422b,4,0,4,a,f,-1,,Wed Jul 30 2014 17:16:25 GMT+0200 (ora legale Europa occidentale),Wed Jul 30 2014 17:16:25 GMT+0200 (ora legale Europa occidentale),Wed Jul 30 2014 17:17:31 GMT+0200 (ora legale Europa occidentale),Wed Jul 30 2014 17:18:05 GMT+0200 (ora legale Europa occidentale),6,66237,m,-1,0,1,-1,-0.689156627,0.001119694,0.764257028,pos,4
38339,515349155,0422b,5,0,5,a,f,-1,,Wed Jul 30 2014 18:27:54 GMT+0200 (ora legale Europa occidentale),Wed Jul 30 2014 18:27:54 GMT+0200 (ora legale Europa occidentale),Wed Jul 30 2014 18:29:00 GMT+0200 (ora legale Europa occidentale),Wed Jul 30 2014 18:29:17 GMT+0200 (ora legale Europa occidentale),2,65942,m,-1,0,1,-1,0.768674699,0.02660026,-0.437349398,pos,5
38344,-1695236719,0422b,4,0,4,a,f,-1,,Wed Jul 30 2014 18:30:07 GMT+0200 (Central Europe Daylight Time),Wed Jul 30 2014 18:30:07 GMT+0200 (Central Europe Daylight Time),Wed Jul 30 2014 18:31:39 GMT+0200 (Central Europe Daylight Time),Wed Jul 30 2014 18:31:56 GMT+0200 (Central Europe Daylight Time),7,91196,m,-1,0,-1,-1,-0.812851406,0.278027124,0.269477912,neu,4
39480,-2042573386,0422c,5,0,5,a,f,-1,,Sat Aug 23 2014 01:56:12 GMT+0300 (Î˜Îµ�?�?Î¹Î½Î® �?Ž�?�?Î± GTB),Sat Aug 23 2014 01:56:12 GMT+0300 (Î˜Îµ�?�?Î¹Î½Î® �?Ž�?�?Î± GTB),Sat Aug 23 2014 01:58:08 GMT+0300 (Î˜Îµ�?�?Î¹Î½Î® �?Ž�?�?Î± GTB),Sat Aug 23 2014 01:59:16 GMT+0300 (Î˜Îµ�?�?Î¹Î½Î® �?Ž�?�?Î± GTB),4,116803,m,-1,0,-1,-1,-0.733333333,-0.174005648,-0.481526104,pos,5
39565,-282051840,0422c,4,0,4,a,f,-1,,Sat Aug 23 2014 13:57:27 GMT+0200 (Central Europe Daylight Time),Sat Aug 23 2014 13:58:30 GMT+0200 (Central Europe Daylight Time),Sat Aug 23 2014 13:58:58 GMT+0200 (Central Europe Daylight Time),Sat Aug 23 2014 13:59:23 GMT+0200 (Central Europe Daylight Time),63320,91479,m,-1,0,-1,-1,-0.556626506,-0.821636433,-0.51686747,pos,4
39819,1534592458,0422c,5,0,5,a,f,-1,,Mon Aug 25 2014 12:37:11 GMT+0200 (W. Europe Daylight Time),Mon Aug 25 2014 12:37:11 GMT+0200 (W. Europe Daylight Time),Mon Aug 25 2014 12:37:37 GMT+0200 (W. Europe Daylight Time),Mon Aug 25 2014 12:37:52 GMT+0200 (W. Europe Daylight Time),2,26173,m,-1,0,-1,-1,-1,1,-1,pos,5
39970,1322198288,0422c,5,0,5,a,f,-1,,Wed Aug 27 2014 16:37:34 GMT+0200 (Central Europe Daylight Time),Wed Aug 27 2014 16:37:34 GMT+0200 (Central Europe Daylight Time),Wed Aug 27 2014 16:37:56 GMT+0200 (Central Europe Daylight Time),Wed Aug 27 2014 16:38:39 GMT+0200 (Central Europe Daylight Time),3,21767,m,-1,0,1,-1,-0.857028112,0.504711046,-0.048594378,pos,5
40059,1390502675,0422c,5,0,5,a,f,-1,,Thu Aug 28 2014 13:08:19 GMT+0200 (Central Europe Daylight Time),Thu Aug 28 2014 13:08:19 GMT+0200 (Central Europe Daylight Time),Thu Aug 28 2014 13:08:41 GMT+0200 (Central Europe Daylight Time),Thu Aug 28 2014 13:08:55 GMT+0200 (Central Europe Daylight Time),17,21175,m,-1,0,-1,-1,-0.565461847,-0.380264255,-0.693574297,pos,5
40115,870378908,0422c,4,0,4,a,f,-1,,Fri Aug 29 2014 12:11:55 GMT+0200 (Central Europe Daylight Time),Fri Aug 29 2014 12:11:55 GMT+0200 (Central Europe Daylight Time),Fri Aug 29 2014 12:12:29 GMT+0200 (Central Europe Daylight Time),Fri Aug 29 2014 12:12:47 GMT+0200 (Central Europe Daylight Time),14,34526,m,-1,0,-1,-1,-0.106024096,-0.687875593,-0.614056225,pos,4
43817,-440286071,0422c,4,0,4,a,f,-1,,Sat Aug 30 2014 12:34:45 GMT+0300 (GTB Daylight Time),Sat Aug 30 2014 12:34:45 GMT+0300 (GTB Daylight Time),Sat Aug 30 2014 12:35:08 GMT+0300 (GTB Daylight Time),Sat Aug 30 2014 12:35:26 GMT+0300 (GTB Daylight Time),3,22984,m,-1,0,-1,-1,-0.309236948,0.837931741,-0.949799197,pos,4
43848,-991735411,0422c,5,0,5,a,f,-1,,Sat Aug 30 2014 11:47:35 GMT+0200 (Central European Daylight Time),Sat Aug 30 2014 11:47:35 GMT+0200 (Central European Daylight Time),Sat Aug 30 2014 11:47:57 GMT+0200 (Central European Daylight Time),Sat Aug 30 2014 11:48:18 GMT+0200 (Central European Daylight Time),4,21341,m,-1,0,-1,-1,-0.795180723,0.179013489,0.481526104,pos,5
43865,-1763777840,0422c,5,0,5,a,f,-1,,Sat Aug 30 2014 12:50:58 GMT+0300 (GTB Daylight Time),Sat Aug 30 2014 12:50:58 GMT+0300 (GTB Daylight Time),Sat Aug 30 2014 12:51:20 GMT+0300 (GTB Daylight Time),Sat Aug 30 2014 12:51:39 GMT+0300 (GTB Daylight Time),3,22259,m,-1,0,-1,-1,-0.980722892,0.906535999,0.914457831,pos,5
43987,290690662,0422c,5,0,5,a,f,-1,,Sat Aug 30 2014 13:48:56 GMT+0300 (GTB Standard Time),Sat Aug 30 2014 13:48:56 GMT+0300 (GTB Standard Time),Sat Aug 30 2014 13:49:22 GMT+0300 (GTB Standard Time),Sat Aug 30 2014 13:49:43 GMT+0300 (GTB Standard Time),16,25679,m,-1,0,-1,-1,0.088353414,0.525218761,-0.861445783,pos,5
44289,-1611460141,0422c,5,0,5,a,f,-1,,Sun Aug 31 2014 00:51:37 GMT+0100 (Central Europe Standard Time),Sun Aug 31 2014 00:51:37 GMT+0100 (Central Europe Standard Time),Sun Aug 31 2014 00:51:59 GMT+0100 (Central Europe Standard Time),Sun Aug 31 2014 00:52:11 GMT+0100 (Central Europe Standard Time),4,22066,m,-1,0,-1,-1,-0.715662651,-0.269137466,-0.622891566,pos,5
44370,-1219553985,0422c,4,0,4,a,f,-1,,Sun Aug 31 2014 01:57:22 GMT+0100 (Hora de VerÃ£o de GMT),Sun Aug 31 2014 01:57:22 GMT+0100 (Hora de VerÃ£o de GMT),Sun Aug 31 2014 01:57:49 GMT+0100 (Hora de VerÃ£o de GMT),Sun Aug 31 2014 01:58:44 GMT+0100 (Hora de VerÃ£o de GMT),5,26985,m,-1,0,-1,-1,-0.963052209,0.869581834,0.06626506,neg,4
44445,332957760,0422c,2,0,2,a,f,-1,,Sun Aug 31 2014 12:21:24 GMT+0800 (Malay Peninsula Standard Time),Sun Aug 31 2014 12:21:24 GMT+0800 (Malay Peninsula Standard Time),Sun Aug 31 2014 12:22:59 GMT+0800 (Malay Peninsula Standard Time),Sun Aug 31 2014 12:23:21 GMT+0800 (Malay Peninsula Standard Time),42,95130,m,-1,0,-1,-1,-0.728915663,-0.198226242,-0.534538153,neg,2
44674,-1947635691,0422c,4,0,4,a,f,-1,,Sun Aug 31 2014 15:59:57 GMT+0200 (ora legale Europa occidentale),Sun Aug 31 2014 15:59:57 GMT+0200 (ora legale Europa occidentale),Sun Aug 31 2014 16:00:18 GMT+0200 (ora legale Europa occidentale),Sun Aug 31 2014 16:00:40 GMT+0200 (ora legale Europa occidentale),7,21124,m,-1,0,-1,-1,-0.680321285,0.525218761,-0.861445783,neu,4
44779,-1750223592,0422c,4,0,4,a,f,-1,,Mon Sep 01 2014 02:40:43 GMT+0200 (Central Europe Standard Time),Mon Sep 01 2014 02:40:43 GMT+0200 (Central Europe Standard Time),Mon Sep 01 2014 02:41:05 GMT+0200 (Central Europe Standard Time),Mon Sep 01 2014 02:42:30 GMT+0200 (Central Europe Standard Time),6,22754,m,-1,0,-1,-1,-0.830522088,0.372960093,0.048594378,pos,4
45381,1684009195,0422c,5,0,5,a,f,-1,,Fri Sep 05 2014 09:38:25 GMT+0600 (Bangladesh Standard Time),Fri Sep 05 2014 09:38:25 GMT+0600 (Bangladesh Standard Time),Fri Sep 05 2014 09:38:58 GMT+0600 (Bangladesh Standard Time),Fri Sep 05 2014 09:39:17 GMT+0600 (Bangladesh Standard Time),8,33141,m,-1,0,-1,-1,-0.456676437,0.103087226,-0.781927711,pos,5
37369,-1193487118,0423a,2,4,4,a,f,1,,Tue Jul 29 2014 22:56:53 GMT-0400 (Eastern Daylight Time),Tue Jul 29 2014 22:56:53 GMT-0400 (Eastern Daylight Time),Tue Jul 29 2014 22:58:31 GMT-0400 (Eastern Daylight Time),Tue Jul 29 2014 23:00:39 GMT-0400 (Eastern Daylight Time),6,97755,m,-1,0,-1,-1,-0.600803213,0.602711236,-0.879116466,neu,4
37651,278419006,0423a,5,0,5,a,f,-1,,Wed Jul 30 2014 09:46:22 GMT+0300 (GTB Daylight Time),Wed Jul 30 2014 09:46:22 GMT+0300 (GTB Daylight Time),Wed Jul 30 2014 09:48:07 GMT+0300 (GTB Daylight Time),Wed Jul 30 2014 09:48:22 GMT+0300 (GTB Daylight Time),12,105301,m,-1,0,-1,-1,-0.2562249,-0.98377562,-0.331325301,pos,5
37675,-777577276,0423a,4,0,4,a,f,-1,,Wed Jul 30 2014 09:09:42 GMT+0200 (Central Europe Daylight Time),Wed Jul 30 2014 09:09:42 GMT+0200 (Central Europe Daylight Time),Wed Jul 30 2014 09:11:15 GMT+0200 (Central Europe Daylight Time),Wed Jul 30 2014 09:11:46 GMT+0200 (Central Europe Daylight Time),3,92942,m,-1,0,-1,-1,-0.459437751,-0.881249444,0.51686747,pos,4
37849,1608026521,0423a,5,0,5,a,f,-1,,Wed Jul 30 2014 11:03:32 GMT+0200 (Central Europe Daylight Time),Wed Jul 30 2014 11:03:32 GMT+0200 (Central Europe Daylight Time),Wed Jul 30 2014 11:05:31 GMT+0200 (Central Europe Daylight Time),Wed Jul 30 2014 11:09:30 GMT+0200 (Central Europe Daylight Time),6,118304,m,-1,0,-1,-1,-0.980722892,0.906535999,0.543373494,pos,5
37909,-113005419,0423a,5,0,5,a,f,-1,,Wed Jul 30 2014 11:37:59 GMT+0200,Wed Jul 30 2014 11:38:43 GMT+0200,Wed Jul 30 2014 11:40:19 GMT+0200,Wed Jul 30 2014 11:40:38 GMT+0200,44107,140624,m,-1,0,-1,-1,0.035341365,-0.909995156,-0.490361446,pos,5
38108,1452079018,0423a,4,0,4,a,f,-1,,Wed Jul 30 2014 14:58:14 GMT+0200 (Central Europe Daylight Time),Wed Jul 30 2014 14:58:14 GMT+0200 (Central Europe Daylight Time),Wed Jul 30 2014 15:03:16 GMT+0200 (Central Europe Daylight Time),Wed Jul 30 2014 15:03:49 GMT+0200 (Central Europe Daylight Time),22,302430,m,-1,0,-1,-1,-0.77751004,0.077614113,0.746586345,pos,4
38134,612290580,0423a,5,0,5,a,f,-1,,Wed Jul 30 2014 16:31:44 GMT+0300 (Eastern Europe Daylight Time),Wed Jul 30 2014 16:31:44 GMT+0300 (Eastern Europe Daylight Time),Wed Jul 30 2014 16:33:33 GMT+0300 (Eastern Europe Daylight Time),Wed Jul 30 2014 16:33:53 GMT+0300 (Eastern Europe Daylight Time),7,108753,m,-1,0,-1,-1,-0.989558233,0.922943028,0.172289157,pos,5
38272,1800167031,0423a,5,0,5,a,f,-1,,Wed Jul 30 2014 17:07:42 GMT+0200,Wed Jul 30 2014 17:07:42 GMT+0200,Wed Jul 30 2014 17:09:18 GMT+0200,Wed Jul 30 2014 17:09:40 GMT+0200,14,95364,m,-1,0,-1,-1,-0.874698795,0.584033059,-0.640562249,pos,5
38319,-1695236719,0423a,4,0,4,a,f,-1,,Wed Jul 30 2014 18:12:18 GMT+0200 (Central Europe Daylight Time),Wed Jul 30 2014 18:12:18 GMT+0200 (Central Europe Daylight Time),Wed Jul 30 2014 18:14:33 GMT+0200 (Central Europe Daylight Time),Wed Jul 30 2014 18:14:50 GMT+0200 (Central Europe Daylight Time),7,134755,m,-1,0,-1,-1,-0.865863454,0.545280437,0.198795181,neu,4
38369,-1253353763,0423a,5,0,5,a,f,-1,,Wed Jul 30 2014 18:46:45 GMT+0200 (CEST),Wed Jul 30 2014 18:46:45 GMT+0200 (CEST),Wed Jul 30 2014 18:48:31 GMT+0200 (CEST),Wed Jul 30 2014 18:49:03 GMT+0200 (CEST),12,105786,m,-1,0,-1,-1,-0.83935743,0.418441409,0.26064257,pos,5
45094,-2031167885,0423a,5,0,5,a,f,-1,,Wed Sep 03 2014 17:06:22 GMT+0300 (GTB Daylight Time),Wed Sep 03 2014 17:06:22 GMT+0300 (GTB Daylight Time),Wed Sep 03 2014 17:07:54 GMT+0300 (GTB Daylight Time),Wed Sep 03 2014 17:08:09 GMT+0300 (GTB Daylight Time),3,91929,m,-1,0,-1,-1,-0.017670683,0.483767259,0.852610442,pos,5
62,-292951933,0423b,5,3,3,a,f,1,,Tue Jun 24 2014 01:23:07 GMT+0100,Tue Jun 24 2014 01:23:07 GMT+0100,Tue Jun 24 2014 01:27:35 GMT+0100,Tue Jun 24 2014 01:28:05 GMT+0100,8,267824,m,-1,0,-1,-1,-0.8437751,0.440618755,-0.189959839,pos,3
76,1935569165,0423b,5,3,3,a,f,1,,Tue Jun 24 2014 03:26:17 GMT+0200 (Hora de verano romance),Tue Jun 24 2014 03:26:17 GMT+0200 (Hora de verano romance),Tue Jun 24 2014 03:30:21 GMT+0200 (Hora de verano romance),Tue Jun 24 2014 03:31:06 GMT+0200 (Hora de verano romance),2,243422,m,-1,0,1,-1,-0.804016064,0.228929947,0.667068273,neu,3
208,-1316758405,0423b,2,0,2,a,f,-1,,Tue Jun 24 2014 08:23:21 GMT+0300 (Ð¤Ð¸Ð½Ð»Ð°Ð½Ð´Ð¸Ñ - Ð»ÑÑ‚Ð½Ð¾ Ñ‡Ð°ÑÐ¾Ð²Ð¾ Ð²Ñ€ÐµÐ¼Ðµ),Tue Jun 24 2014 08:23:21 GMT+0300 (Ð¤Ð¸Ð½Ð»Ð°Ð½Ð´Ð¸Ñ - Ð»ÑÑ‚Ð½Ð¾ Ñ‡Ð°ÑÐ¾Ð²Ð¾ Ð²Ñ€ÐµÐ¼Ðµ),Tue Jun 24 2014 08:27:24 GMT+0300 (Ð¤Ð¸Ð½Ð»Ð°Ð½Ð´Ð¸Ñ - Ð»ÑÑ‚Ð½Ð¾ Ñ‡Ð°ÑÐ¾Ð²Ð¾ Ð²Ñ€ÐµÐ¼Ðµ),Tue Jun 24 2014 08:27:45 GMT+0300 (Ð¤Ð¸Ð½Ð»Ð°Ð½Ð´Ð¸Ñ - Ð»ÑÑ‚Ð½Ð¾ Ñ‡Ð°ÑÐ¾Ð²Ð¾ Ð²Ñ€ÐµÐ¼Ðµ),3,243021,m,-1,0,-1,-1,0.035341365,0.349692331,-0.826104418,neg,2
1900,-1367012733,0423b,3,5,5,a,f,1,,Wed Jul 23 2014 19:31:46 GMT-0400 (Eastern Daylight Time),Wed Jul 23 2014 19:31:46 GMT-0400 (Eastern Daylight Time),Wed Jul 23 2014 19:48:25 GMT-0400 (Eastern Daylight Time),Wed Jul 23 2014 19:49:24 GMT-0400 (Eastern Daylight Time),1,998941,m,-1,0,-1,-1,-0.035341365,0.525218761,0.861445783,pos,5
5500,-1572764077,0423b,5,4,4,a,f,1,,Thu Jul 24 2014 11:13:21 GMT+0200 (Central Europe Standard Time),Thu Jul 24 2014 11:13:21 GMT+0200 (Central Europe Standard Time),Thu Jul 24 2014 11:17:24 GMT+0200 (Central Europe Standard Time),Thu Jul 24 2014 11:18:04 GMT+0200 (Central Europe Standard Time),13,243238,m,-1,0,-1,-1,0.123694779,-0.986623449,-0.313654618,pos,4
7000,-397607038,0423b,2,0,2,a,f,-1,,Thu Jul 24 2014 12:03:17 GMT+0200,Thu Jul 24 2014 12:03:17 GMT+0200,Thu Jul 24 2014 12:07:48 GMT+0200,Thu Jul 24 2014 12:08:10 GMT+0200,6,271265,m,-1,0,-1,-1,-0.053012048,-0.198226242,-0.728915663,neu,2
7500,556838498,0423b,3,0,3,a,f,-1,,Thu Jul 24 2014 12:37:58 GMT+0200 (Central European Standard Time),Thu Jul 24 2014 12:37:58 GMT+0200 (Central European Standard Time),Thu Jul 24 2014 12:44:32 GMT+0200 (Central European Standard Time),Thu Jul 24 2014 12:44:58 GMT+0200 (Central European Standard Time),7,393792,m,-1,0,1,-1,0.035341365,-0.999271025,-0.048594378,neg,3
